Log_ID,Equipment_ID,Base_ID,Service_Date,Service_Type,Technician_Rank,Labor_Hours,Parts_Replaced,Cost_INR,Downtime_Days
ML-7052,EQ-1689,B07,2025-12-13,Emergency Repair,Naik Mech,48,"Sensors, Wiring Harness",76388,7
ML-7053,EQ-1690,B07,2026-06-17,Routine Preventive,Subedar Tech,48,"Brake Pads, Hydraulic Line",11131,1
ML-7054,EQ-1690,B07,2026-04-08,Routine Preventive,Sergeant,24,"Starter Motor, Battery",17134,1
ML-7055,EQ-1690,B07,2026-02-11,Pre-Mission Inspection,Sergeant,6,"Tire Assembly, Hub Bearing",14043,1
ML-7056,EQ-1690,B07,2025-12-17,Oil & Filter Overhaul,Naik Mech,4,"Brake Pads, Hydraulic Line",17353,1
ML-7057,EQ-1691,B05,2026-06-26,Routine Preventive,Havildar Tech,12,"Radiator Core, Coolant",32634,1
ML-7058,EQ-1691,B05,2026-05-05,Emergency Repair,Warrant Officer,48,"Injector Nozzle, Fuel Filter",25633,2
ML-7059,EQ-1692,B04,2026-06-06,Oil & Filter Overhaul,Sergeant,6,"Radiator Core, Coolant",14306,1
ML-7060,EQ-1692,B04,2026-04-10,Oil & Filter Overhaul,Sergeant,6,"Sensors, Wiring Harness",13926,1
ML-7061,EQ-1692,B04,2026-02-09,Pre-Mission Inspection,Subedar Tech,4,"Starter Motor, Battery",13238,1
ML-7062,EQ-1693,B08,2026-06-28,Routine Preventive,Havildar Tech,16,"Tire Assembly, Hub Bearing",30978,1
ML-7063,EQ-1693,B08,2026-05-16,Oil & Filter Overhaul,Havildar Tech,4,"Oil Filter, Gaskets",27337,1
ML-7064,EQ-1693,B08,2026-04-10,Oil & Filter Overhaul,Sergeant,6,"Alternator, Belt Drive",29882,1
ML-7065,EQ-1694,B05,2026-06-24,Corrective Repair,Naik Mech,24,"Radiator Core, Coolant",13385,2
ML-7066,EQ-1694,B05,2026-04-18,Routine Preventive,Sergeant,12,"Starter Motor, Battery",16475,1
ML-7067,EQ-1694,B05,2026-02-24,Emergency Repair,Naik Mech,4,"Oil Filter, Gaskets",13268,1
ML-7068,EQ-1694,B05,2025-12-22,Emergency Repair,Warrant Officer,48,"Injector Nozzle, Fuel Filter",16210,2
ML-7069,EQ-1695,B02,2026-06-11,Routine Preventive,Warrant Officer,12,"Alternator, Belt Drive",103960,1
ML-7070,EQ-1695,B02,2026-04-08,Oil & Filter Overhaul,Subedar Tech,48,"Starter Motor, Battery",114475,1
ML-7071,EQ-1695,B02,2026-02-16,Oil & Filter Overhaul,Havildar Tech,6,"Alternator, Belt Drive",116183,1
ML-7072,EQ-1696,B02,2026-07-03,Pre-Mission Inspection,Subedar Tech,12,"Alternator, Belt Drive",26131,1
ML-7073,EQ-1696,B02,2026-05-18,Emergency Repair,Subedar Tech,48,"Tire Assembly, Hub Bearing",22436,7
ML-7074,EQ-1696,B02,2026-03-26,Corrective Repair,Naik Mech,16,"Alternator, Belt Drive",20460,5
ML-7075,EQ-1697,B06,2026-06-20,Emergency Repair,Naik Mech,8,"Sensors, Wiring Harness",22708,1
ML-7076,EQ-1697,B06,2026-05-24,Pre-Mission Inspection,Naik Mech,8,"Injector Nozzle, Fuel Filter",26444,1
ML-7077,EQ-1698,B04,2026-07-06,Routine Preventive,Subedar Tech,24,"Injector Nozzle, Fuel Filter",25077,1
ML-7078,EQ-1698,B04,2026-05-15,Oil & Filter Overhaul,Naik Mech,6,"Brake Pads, Hydraulic Line",20705,1
ML-7079,EQ-1698,B04,2026-03-31,Emergency Repair,Sergeant,4,"Injector Nozzle, Fuel Filter",23396,3
ML-7080,EQ-1699,B06,2026-06-25,Emergency Repair,Naik Mech,6,"Sensors, Wiring Harness",31185,3
ML-7081,EQ-1699,B06,2026-05-22,Emergency Repair,Naik Mech,16,"Radiator Core, Coolant",29533,7
ML-7082,EQ-1700,B02,2026-06-25,Corrective Repair,Warrant Officer,48,"Sensors, Wiring Harness",29620,2
ML-7083,EQ-1700,B02,2026-05-08,Corrective Repair,Naik Mech,12,"Tire Assembly, Hub Bearing",31556,5
ML-7084,EQ-1701,B02,2026-06-24,Pre-Mission Inspection,Naik Mech,4,"Sensors, Wiring Harness",14675,1
ML-7085,EQ-1701,B02,2026-04-23,Routine Preventive,Naik Mech,12,"Starter Motor, Battery",14774,1
ML-7086,EQ-1702,B07,2026-06-22,Pre-Mission Inspection,Subedar Tech,4,"Alternator, Belt Drive",27403,1
ML-7087,EQ-1702,B07,2026-05-23,Routine Preventive,Naik Mech,24,"Injector Nozzle, Fuel Filter",29079,1
ML-7088,EQ-1702,B07,2026-03-30,Oil & Filter Overhaul,Subedar Tech,6,"Sensors, Wiring Harness",28423,1
ML-7089,EQ-1702,B07,2026-02-23,Corrective Repair,Havildar Tech,6,"Injector Nozzle, Fuel Filter",31739,2
ML-7090,EQ-1703,B02,2026-05-24,Pre-Mission Inspection,Warrant Officer,48,"Injector Nozzle, Fuel Filter",58901,1
ML-7091,EQ-1703,B02,2026-02-09,Oil & Filter Overhaul,Havildar Tech,24,"Brake Pads, Hydraulic Line",43933,1
ML-7092,EQ-1704,B03,2026-07-04,Emergency Repair,Sergeant,16,"Starter Motor, Battery",21692,1
ML-7093,EQ-1704,B03,2026-05-15,Emergency Repair,Warrant Officer,24,"Tire Assembly, Hub Bearing",26243,1
ML-7094,EQ-1705,B06,2026-05-25,Pre-Mission Inspection,Naik Mech,24,"Sensors, Wiring Harness",44256,1
ML-7095,EQ-1705,B06,2026-02-07,Corrective Repair,Subedar Tech,16,"Oil Filter, Gaskets",53851,3
ML-7096,EQ-1706,B07,2026-06-20,Routine Preventive,Havildar Tech,12,"Brake Pads, Hydraulic Line",12275,1
ML-7097,EQ-1706,B07,2026-04-18,Emergency Repair,Naik Mech,24,"Injector Nozzle, Fuel Filter",16331,1
ML-7098,EQ-1706,B07,2026-02-23,Corrective Repair,Naik Mech,8,"Brake Pads, Hydraulic Line",16615,3
ML-7099,EQ-1706,B07,2025-12-14,Corrective Repair,Naik Mech,16,"Alternator, Belt Drive",11038,1
ML-7100,EQ-1707,B01,2026-06-19,Emergency Repair,Sergeant,12,"Starter Motor, Battery",32787,1
ML-7101,EQ-1707,B01,2026-05-11,Emergency Repair,Warrant Officer,16,"Alternator, Belt Drive",30287,5
ML-7102,EQ-1708,B02,2026-06-14,Routine Preventive,Sergeant,6,"Tire Assembly, Hub Bearing",11341,1
ML-7103,EQ-1708,B02,2026-04-14,Pre-Mission Inspection,Subedar Tech,4,"Brake Pads, Hydraulic Line",11181,1
ML-7104,EQ-1708,B02,2026-02-04,Emergency Repair,Sergeant,8,"Radiator Core, Coolant",12714,5
ML-7105,EQ-1708,B02,2025-12-22,Emergency Repair,Havildar Tech,8,"Radiator Core, Coolant",14865,7
ML-7106,EQ-1709,B02,2026-05-08,Oil & Filter Overhaul,Warrant Officer,4,"Radiator Core, Coolant",46575,1
ML-7107,EQ-1709,B02,2026-02-18,Oil & Filter Overhaul,Havildar Tech,6,"Tire Assembly, Hub Bearing",52911,1
ML-7108,EQ-1709,B02,2025-11-21,Emergency Repair,Havildar Tech,6,"Alternator, Belt Drive",60057,3
ML-7109,EQ-1710,B02,2026-05-12,Emergency Repair,Havildar Tech,12,"Alternator, Belt Drive",46270,3
ML-7110,EQ-1710,B02,2026-02-12,Pre-Mission Inspection,Sergeant,16,"Sensors, Wiring Harness",49068,1
ML-7111,EQ-1710,B02,2025-11-11,Pre-Mission Inspection,Sergeant,6,"Sensors, Wiring Harness",65272,1
ML-7112,EQ-1710,B02,2025-08-21,Emergency Repair,Sergeant,8,"Starter Motor, Battery",40878,2
ML-7113,EQ-1711,B03,2026-06-16,Routine Preventive,Havildar Tech,16,"Starter Motor, Battery",13923,1
ML-7114,EQ-1711,B03,2026-04-08,Routine Preventive,Warrant Officer,24,"Sensors, Wiring Harness",11410,1
ML-7115,EQ-1712,B02,2026-05-17,Emergency Repair,Subedar Tech,12,"Radiator Core, Coolant",55221,7
ML-7116,EQ-1712,B02,2026-02-21,Routine Preventive,Warrant Officer,16,"Brake Pads, Hydraulic Line",55396,1
ML-7117,EQ-1713,B01,2026-06-21,Corrective Repair,Warrant Officer,8,"Sensors, Wiring Harness",13502,7
ML-7118,EQ-1713,B01,2026-04-09,Pre-Mission Inspection,Sergeant,16,"Starter Motor, Battery",11113,1
ML-7119,EQ-1713,B01,2026-02-04,Emergency Repair,Sergeant,16,"Oil Filter, Gaskets",14617,2
ML-7120,EQ-1714,B05,2026-06-09,Oil & Filter Overhaul,Sergeant,16,"Radiator Core, Coolant",14845,1
ML-7121,EQ-1714,B05,2026-04-24,Pre-Mission Inspection,Havildar Tech,4,"Alternator, Belt Drive",15810,1
ML-7122,EQ-1715,B02,2026-06-29,Routine Preventive,Sergeant,48,"Alternator, Belt Drive",21797,1
ML-7123,EQ-1715,B02,2026-05-20,Emergency Repair,Warrant Officer,4,"Alternator, Belt Drive",24659,2
ML-7124,EQ-1715,B02,2026-04-07,Emergency Repair,Havildar Tech,6,"Starter Motor, Battery",31209,1
ML-7125,EQ-1716,B05,2026-05-24,Oil & Filter Overhaul,Sergeant,12,"Alternator, Belt Drive",57976,1
ML-7126,EQ-1716,B05,2026-02-07,Routine Preventive,Sergeant,24,"Alternator, Belt Drive",53071,1
ML-7127,EQ-1716,B05,2025-11-07,Emergency Repair,Warrant Officer,6,"Brake Pads, Hydraulic Line",56781,2
ML-7128,EQ-1716,B05,2025-08-18,Emergency Repair,Warrant Officer,48,"Brake Pads, Hydraulic Line",57982,7
ML-7129,EQ-1717,B01,2026-06-01,Routine Preventive,Warrant Officer,16,"Starter Motor, Battery",30658,1
ML-7130,EQ-1717,B01,2026-03-19,Oil & Filter Overhaul,Subedar Tech,6,"Sensors, Wiring Harness",32356,1
ML-7131,EQ-1718,B07,2026-06-22,Routine Preventive,Subedar Tech,24,"Sensors, Wiring Harness",11436,1
ML-7132,EQ-1718,B07,2026-04-12,Routine Preventive,Subedar Tech,4,"Alternator, Belt Drive",17429,1
ML-7133,EQ-1718,B07,2026-02-09,Corrective Repair,Warrant Officer,16,"Brake Pads, Hydraulic Line",13041,1
ML-7134,EQ-1719,B02,2026-06-23,Emergency Repair,Warrant Officer,6,"Starter Motor, Battery",101897,5
ML-7135,EQ-1719,B02,2026-04-12,Corrective Repair,Sergeant,12,"Injector Nozzle, Fuel Filter",99509,3
ML-7136,EQ-1720,B02,2026-06-27,Oil & Filter Overhaul,Warrant Officer,6,"Starter Motor, Battery",26005,1
ML-7137,EQ-1720,B02,2026-05-19,Corrective Repair,Subedar Tech,8,"Starter Motor, Battery",23060,2
ML-7138,EQ-1721,B03,2026-06-06,Pre-Mission Inspection,Subedar Tech,6,"Radiator Core, Coolant",16551,1
ML-7139,EQ-1721,B03,2026-04-10,Corrective Repair,Sergeant,48,"Oil Filter, Gaskets",16424,5
ML-7140,EQ-1722,B06,2026-06-20,Pre-Mission Inspection,Warrant Officer,24,"Sensors, Wiring Harness",28914,1
ML-7141,EQ-1722,B06,2026-05-12,Emergency Repair,Havildar Tech,16,"Alternator, Belt Drive",26339,5
ML-7142,EQ-1722,B06,2026-04-07,Emergency Repair,Sergeant,48,"Oil Filter, Gaskets",26440,1
ML-7143,EQ-1722,B06,2026-02-22,Routine Preventive,Havildar Tech,16,"Tire Assembly, Hub Bearing",31570,1
ML-7144,EQ-1723,B01,2026-07-15,Corrective Repair,Subedar Tech,24,"Injector Nozzle, Fuel Filter",61591,2
ML-7145,EQ-1723,B01,2026-06-13,Pre-Mission Inspection,Sergeant,24,"Sensors, Wiring Harness",73524,1
ML-7146,EQ-1723,B01,2026-05-15,Routine Preventive,Subedar Tech,8,"Radiator Core, Coolant",53335,1
ML-7147,EQ-1723,B01,2026-04-12,Emergency Repair,Subedar Tech,24,"Starter Motor, Battery",66630,3
ML-7148,EQ-1724,B01,2026-06-07,Emergency Repair,Naik Mech,24,"Tire Assembly, Hub Bearing",87384,5
ML-7149,EQ-1724,B01,2026-04-16,Emergency Repair,Naik Mech,48,"Brake Pads, Hydraulic Line",96287,7
ML-7150,EQ-1725,B04,2026-06-30,Corrective Repair,Warrant Officer,16,"Radiator Core, Coolant",28883,5
ML-7151,EQ-1725,B04,2026-05-14,Routine Preventive,Naik Mech,48,"Tire Assembly, Hub Bearing",27319,1
ML-7152,EQ-1726,B03,2026-05-19,Routine Preventive,Warrant Officer,12,"Sensors, Wiring Harness",46670,1
ML-7153,EQ-1726,B03,2026-02-23,Emergency Repair,Subedar Tech,6,"Brake Pads, Hydraulic Line",52640,3
ML-7154,EQ-1727,B07,2026-05-06,Oil & Filter Overhaul,Sergeant,8,"Starter Motor, Battery",47997,1
ML-7155,EQ-1727,B07,2026-02-14,Emergency Repair,Warrant Officer,8,"Starter Motor, Battery",44452,3
ML-7156,EQ-1727,B07,2025-11-26,Emergency Repair,Warrant Officer,48,"Starter Motor, Battery",66204,5
ML-7157,EQ-1728,B03,2026-05-24,Pre-Mission Inspection,Subedar Tech,24,"Oil Filter, Gaskets",61623,1
ML-7158,EQ-1728,B03,2026-02-23,Oil & Filter Overhaul,Sergeant,8,"Sensors, Wiring Harness",61822,1
ML-7159,EQ-1728,B03,2025-11-22,Oil & Filter Overhaul,Naik Mech,8,"Alternator, Belt Drive",47193,1
ML-7160,EQ-1728,B03,2025-08-12,Emergency Repair,Subedar Tech,48,"Radiator Core, Coolant",66756,2
ML-7161,EQ-1729,B02,2026-06-15,Emergency Repair,Havildar Tech,48,"Radiator Core, Coolant",14646,1
ML-7162,EQ-1729,B02,2026-04-06,Oil & Filter Overhaul,Havildar Tech,16,"Sensors, Wiring Harness",15364,1
ML-7163,EQ-1730,B01,2026-06-06,Pre-Mission Inspection,Naik Mech,24,"Sensors, Wiring Harness",13454,1
ML-7164,EQ-1730,B01,2026-04-06,Oil & Filter Overhaul,Warrant Officer,8,"Injector Nozzle, Fuel Filter",10733,1
ML-7165,EQ-1730,B01,2026-02-14,Routine Preventive,Sergeant,16,"Radiator Core, Coolant",17348,1
ML-7166,EQ-1731,B04,2026-06-22,Corrective Repair,Havildar Tech,8,"Brake Pads, Hydraulic Line",12366,7
ML-7167,EQ-1731,B04,2026-04-13,Oil & Filter Overhaul,Warrant Officer,8,"Tire Assembly, Hub Bearing",13210,1
ML-7168,EQ-1732,B07,2026-06-19,Corrective Repair,Subedar Tech,6,"Tire Assembly, Hub Bearing",16924,1
ML-7169,EQ-1732,B07,2026-04-08,Emergency Repair,Subedar Tech,24,"Sensors, Wiring Harness",16920,5
ML-7170,EQ-1732,B07,2026-02-09,Corrective Repair,Subedar Tech,6,"Brake Pads, Hydraulic Line",12704,1
ML-7171,EQ-1732,B07,2025-12-10,Oil & Filter Overhaul,Sergeant,4,"Injector Nozzle, Fuel Filter",15260,1
ML-7172,EQ-1733,B03,2026-06-12,Emergency Repair,Warrant Officer,48,"Brake Pads, Hydraulic Line",12895,3
ML-7173,EQ-1733,B03,2026-04-06,Routine Preventive,Sergeant,16,"Starter Motor, Battery",11847,1
ML-7174,EQ-1733,B03,2026-02-17,Pre-Mission Inspection,Havildar Tech,48,"Brake Pads, Hydraulic Line",12763,1
ML-7175,EQ-1733,B03,2025-12-25,Oil & Filter Overhaul,Warrant Officer,16,"Brake Pads, Hydraulic Line",17450,1
ML-7176,EQ-1734,B02,2026-06-08,Oil & Filter Overhaul,Havildar Tech,12,"Starter Motor, Battery",12786,1
ML-7177,EQ-1734,B02,2026-04-23,Corrective Repair,Naik Mech,12,"Brake Pads, Hydraulic Line",12658,1
ML-7178,EQ-1735,B02,2026-06-22,Oil & Filter Overhaul,Warrant Officer,48,"Radiator Core, Coolant",24400,1
ML-7179,EQ-1735,B02,2026-05-12,Corrective Repair,Subedar Tech,24,"Sensors, Wiring Harness",30186,3
ML-7180,EQ-1735,B02,2026-04-01,Pre-Mission Inspection,Sergeant,16,"Injector Nozzle, Fuel Filter",21979,1
ML-7181,EQ-1735,B02,2026-02-21,Oil & Filter Overhaul,Naik Mech,16,"Alternator, Belt Drive",22265,1
ML-7182,EQ-1736,B01,2026-06-08,Corrective Repair,Havildar Tech,6,"Alternator, Belt Drive",15000,5
ML-7183,EQ-1736,B01,2026-04-08,Corrective Repair,Havildar Tech,48,"Injector Nozzle, Fuel Filter",11597,5
ML-7184,EQ-1736,B01,2026-02-13,Emergency Repair,Sergeant,12,"Injector Nozzle, Fuel Filter",17004,7
ML-7185,EQ-1736,B01,2025-12-14,Oil & Filter Overhaul,Warrant Officer,4,"Starter Motor, Battery",17187,1
ML-7186,EQ-1737,B04,2026-06-05,Oil & Filter Overhaul,Sergeant,24,"Tire Assembly, Hub Bearing",29470,1
ML-7187,EQ-1737,B04,2026-03-16,Oil & Filter Overhaul,Naik Mech,24,"Injector Nozzle, Fuel Filter",40413,1
ML-7188,EQ-1738,B04,2026-06-08,Corrective Repair,Subedar Tech,4,"Injector Nozzle, Fuel Filter",34286,1
ML-7189,EQ-1738,B04,2026-03-13,Emergency Repair,Subedar Tech,48,"Alternator, Belt Drive",43545,5
ML-7190,EQ-1738,B04,2025-12-29,Routine Preventive,Sergeant,16,"Radiator Core, Coolant",41851,1
ML-7191,EQ-1739,B01,2026-05-29,Routine Preventive,Naik Mech,16,"Starter Motor, Battery",36858,1
ML-7192,EQ-1739,B01,2026-03-14,Corrective Repair,Naik Mech,4,"Sensors, Wiring Harness",41223,7
ML-7193,EQ-1739,B01,2026-01-10,Pre-Mission Inspection,Warrant Officer,4,"Starter Motor, Battery",45444,1
ML-7194,EQ-1740,B01,2026-06-19,Oil & Filter Overhaul,Havildar Tech,16,"Alternator, Belt Drive",17161,1
ML-7195,EQ-1740,B01,2026-04-07,Emergency Repair,Sergeant,4,"Alternator, Belt Drive",15515,1
ML-7196,EQ-1740,B01,2026-02-13,Pre-Mission Inspection,Naik Mech,12,"Injector Nozzle, Fuel Filter",12229,1
ML-7197,EQ-1740,B01,2025-12-08,Emergency Repair,Naik Mech,4,"Sensors, Wiring Harness",13089,1
ML-7198,EQ-1741,B06,2026-05-07,Corrective Repair,Sergeant,8,"Injector Nozzle, Fuel Filter",64320,2
ML-7199,EQ-1741,B06,2026-02-07,Pre-Mission Inspection,Naik Mech,48,"Brake Pads, Hydraulic Line",64588,1
ML-7200,EQ-1742,B01,2026-05-18,Pre-Mission Inspection,Subedar Tech,8,"Alternator, Belt Drive",53462,1
ML-7201,EQ-1742,B01,2026-02-06,Corrective Repair,Subedar Tech,6,"Brake Pads, Hydraulic Line",53338,2
ML-7202,EQ-1742,B01,2025-11-24,Oil & Filter Overhaul,Sergeant,8,"Radiator Core, Coolant",65553,1
ML-7203,EQ-1742,B01,2025-08-08,Oil & Filter Overhaul,Sergeant,16,"Tire Assembly, Hub Bearing",44988,1
ML-7204,EQ-1743,B05,2026-06-02,Oil & Filter Overhaul,Havildar Tech,12,"Radiator Core, Coolant",33915,1
ML-7205,EQ-1743,B05,2026-03-15,Routine Preventive,Sergeant,12,"Alternator, Belt Drive",43460,1
ML-7206,EQ-1743,B05,2025-12-29,Corrective Repair,Havildar Tech,16,"Sensors, Wiring Harness",37139,1
ML-7207,EQ-1744,B04,2026-06-05,Pre-Mission Inspection,Havildar Tech,12,"Sensors, Wiring Harness",11775,1
ML-7208,EQ-1744,B04,2026-04-07,Emergency Repair,Havildar Tech,48,"Alternator, Belt Drive",14945,1
ML-7209,EQ-1744,B04,2026-02-04,Routine Preventive,Naik Mech,4,"Alternator, Belt Drive",16635,1
ML-7210,EQ-1744,B04,2025-12-20,Routine Preventive,Subedar Tech,16,"Oil Filter, Gaskets",16881,1
ML-7211,EQ-1745,B07,2026-05-17,Corrective Repair,Warrant Officer,48,"Sensors, Wiring Harness",65388,2
ML-7212,EQ-1745,B07,2026-02-23,Emergency Repair,Subedar Tech,24,"Starter Motor, Battery",57408,7
ML-7213,EQ-1745,B07,2025-11-08,Pre-Mission Inspection,Subedar Tech,16,"Injector Nozzle, Fuel Filter",42462,1
ML-7214,EQ-1746,B03,2026-07-07,Corrective Repair,Warrant Officer,6,"Sensors, Wiring Harness",57431,3
ML-7215,EQ-1746,B03,2026-06-18,Emergency Repair,Sergeant,8,"Sensors, Wiring Harness",84835,3
ML-7216,EQ-1746,B03,2026-05-16,Pre-Mission Inspection,Sergeant,4,"Tire Assembly, Hub Bearing",78220,1
ML-7217,EQ-1747,B06,2026-06-05,Pre-Mission Inspection,Subedar Tech,16,"Starter Motor, Battery",14347,1
ML-7218,EQ-1747,B06,2026-04-07,Emergency Repair,Subedar Tech,12,"Tire Assembly, Hub Bearing",13896,5
ML-7219,EQ-1747,B06,2026-02-14,Routine Preventive,Subedar Tech,4,"Tire Assembly, Hub Bearing",14628,1
ML-7220,EQ-1748,B02,2026-07-23,Oil & Filter Overhaul,Havildar Tech,24,"Starter Motor, Battery",69302,1
ML-7221,EQ-1748,B02,2026-06-13,Emergency Repair,Havildar Tech,16,"Tire Assembly, Hub Bearing",59878,1
ML-7222,EQ-1748,B02,2026-05-24,Emergency Repair,Warrant Officer,8,"Alternator, Belt Drive",56443,2
ML-7223,EQ-1748,B02,2026-04-16,Routine Preventive,Subedar Tech,8,"Starter Motor, Battery",73656,1
ML-7224,EQ-1749,B05,2026-05-15,Pre-Mission Inspection,Subedar Tech,48,"Injector Nozzle, Fuel Filter",44803,1
ML-7225,EQ-1749,B05,2026-02-13,Emergency Repair,Sergeant,4,"Radiator Core, Coolant",50027,3
ML-7226,EQ-1749,B05,2025-11-11,Emergency Repair,Warrant Officer,16,"Brake Pads, Hydraulic Line",50360,1
ML-7227,EQ-1749,B05,2025-08-24,Routine Preventive,Naik Mech,16,"Alternator, Belt Drive",61587,1
ML-7228,EQ-1750,B03,2026-06-17,Oil & Filter Overhaul,Sergeant,4,"Radiator Core, Coolant",17322,1
ML-7229,EQ-1750,B03,2026-04-15,Emergency Repair,Subedar Tech,16,"Starter Motor, Battery",17463,3
ML-7230,EQ-1750,B03,2026-02-12,Corrective Repair,Sergeant,12,"Oil Filter, Gaskets",10879,5
ML-7231,EQ-1751,B01,2026-06-14,Routine Preventive,Subedar Tech,12,"Injector Nozzle, Fuel Filter",15299,1
ML-7232,EQ-1751,B01,2026-04-07,Emergency Repair,Warrant Officer,6,"Sensors, Wiring Harness",16196,2
ML-7233,EQ-1751,B01,2026-02-13,Emergency Repair,Naik Mech,48,"Sensors, Wiring Harness",17487,3
ML-7234,EQ-1752,B07,2026-07-23,Corrective Repair,Warrant Officer,48,"Alternator, Belt Drive",73282,3
ML-7235,EQ-1752,B07,2026-06-05,Oil & Filter Overhaul,Warrant Officer,12,"Starter Motor, Battery",60430,1
ML-7236,EQ-1753,B05,2026-07-11,Emergency Repair,Havildar Tech,16,"Injector Nozzle, Fuel Filter",81462,7
ML-7237,EQ-1753,B05,2026-06-19,Emergency Repair,Naik Mech,8,"Injector Nozzle, Fuel Filter",85923,5
ML-7238,EQ-1753,B05,2026-05-07,Corrective Repair,Sergeant,24,"Brake Pads, Hydraulic Line",84957,7
ML-7239,EQ-1753,B05,2026-04-13,Routine Preventive,Naik Mech,16,"Brake Pads, Hydraulic Line",67334,1
ML-7240,EQ-1754,B05,2026-05-31,Emergency Repair,Subedar Tech,48,"Radiator Core, Coolant",36273,3
ML-7241,EQ-1754,B05,2026-03-14,Corrective Repair,Subedar Tech,24,"Starter Motor, Battery",46005,3
ML-7242,EQ-1754,B05,2026-01-02,Pre-Mission Inspection,Havildar Tech,4,"Brake Pads, Hydraulic Line",34255,1
ML-7243,EQ-1754,B05,2025-10-10,Routine Preventive,Naik Mech,48,"Radiator Core, Coolant",41349,1
ML-7244,EQ-1755,B03,2026-05-23,Corrective Repair,Havildar Tech,24,"Injector Nozzle, Fuel Filter",47668,1
ML-7245,EQ-1755,B03,2026-02-16,Corrective Repair,Subedar Tech,6,"Starter Motor, Battery",58273,3
ML-7246,EQ-1755,B03,2025-11-25,Emergency Repair,Naik Mech,4,"Injector Nozzle, Fuel Filter",64544,7
ML-7247,EQ-1756,B02,2026-05-21,Emergency Repair,Warrant Officer,8,"Oil Filter, Gaskets",60348,5
ML-7248,EQ-1756,B02,2026-02-22,Emergency Repair,Naik Mech,6,"Brake Pads, Hydraulic Line",57603,1
ML-7249,EQ-1756,B02,2025-11-17,Pre-Mission Inspection,Havildar Tech,48,"Sensors, Wiring Harness",55203,1
ML-7250,EQ-1757,B05,2026-06-05,Pre-Mission Inspection,Havildar Tech,12,"Alternator, Belt Drive",15311,1
ML-7251,EQ-1757,B05,2026-04-07,Routine Preventive,Naik Mech,48,"Tire Assembly, Hub Bearing",15570,1
ML-7252,EQ-1758,B02,2026-05-15,Emergency Repair,Naik Mech,4,"Starter Motor, Battery",65148,3
ML-7253,EQ-1758,B02,2026-02-19,Corrective Repair,Havildar Tech,4,"Injector Nozzle, Fuel Filter",51400,5
ML-7254,EQ-1759,B04,2026-06-07,Corrective Repair,Subedar Tech,8,"Tire Assembly, Hub Bearing",28979,1
ML-7255,EQ-1759,B04,2026-03-11,Pre-Mission Inspection,Naik Mech,8,"Sensors, Wiring Harness",34725,1
ML-7256,EQ-1759,B04,2025-12-30,Oil & Filter Overhaul,Havildar Tech,6,"Brake Pads, Hydraulic Line",31183,1
ML-7257,EQ-1759,B04,2025-10-25,Corrective Repair,Havildar Tech,16,"Starter Motor, Battery",31715,7
ML-7258,EQ-1760,B02,2026-06-30,Routine Preventive,Subedar Tech,8,"Sensors, Wiring Harness",21373,1
ML-7259,EQ-1760,B02,2026-05-23,Pre-Mission Inspection,Sergeant,8,"Starter Motor, Battery",33113,1
ML-7260,EQ-1760,B02,2026-03-31,Pre-Mission Inspection,Subedar Tech,12,"Sensors, Wiring Harness",23156,1
ML-7261,EQ-1760,B02,2026-02-21,Emergency Repair,Warrant Officer,12,"Sensors, Wiring Harness",30379,5
ML-7262,EQ-1761,B07,2026-06-10,Oil & Filter Overhaul,Subedar Tech,48,"Tire Assembly, Hub Bearing",12916,1
ML-7263,EQ-1761,B07,2026-04-22,Pre-Mission Inspection,Havildar Tech,8,"Alternator, Belt Drive",15983,1
ML-7264,EQ-1761,B07,2026-02-06,Corrective Repair,Havildar Tech,48,"Tire Assembly, Hub Bearing",12711,7
ML-7265,EQ-1761,B07,2025-12-24,Oil & Filter Overhaul,Subedar Tech,12,"Oil Filter, Gaskets",17436,1
ML-7266,EQ-1762,B01,2026-06-13,Emergency Repair,Subedar Tech,24,"Radiator Core, Coolant",12618,5
ML-7267,EQ-1762,B01,2026-04-21,Corrective Repair,Naik Mech,48,"Tire Assembly, Hub Bearing",14143,5
ML-7268,EQ-1762,B01,2026-02-06,Oil & Filter Overhaul,Havildar Tech,16,"Radiator Core, Coolant",12069,1
ML-7269,EQ-1763,B05,2026-06-25,Pre-Mission Inspection,Subedar Tech,12,"Tire Assembly, Hub Bearing",32057,1
ML-7270,EQ-1763,B05,2026-05-11,Pre-Mission Inspection,Sergeant,24,"Starter Motor, Battery",20939,1
ML-7271,EQ-1763,B05,2026-03-28,Emergency Repair,Sergeant,6,"Tire Assembly, Hub Bearing",22304,2
ML-7272,EQ-1763,B05,2026-02-10,Routine Preventive,Warrant Officer,48,"Brake Pads, Hydraulic Line",21320,1
ML-7273,EQ-1764,B05,2026-06-01,Routine Preventive,Warrant Officer,4,"Sensors, Wiring Harness",34134,1
ML-7274,EQ-1764,B05,2026-03-08,Routine Preventive,Warrant Officer,8,"Starter Motor, Battery",47317,1
ML-7275,EQ-1765,B04,2026-06-30,Corrective Repair,Havildar Tech,48,"Radiator Core, Coolant",27418,1
ML-7276,EQ-1765,B04,2026-05-07,Oil & Filter Overhaul,Naik Mech,48,"Oil Filter, Gaskets",28739,1
